cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes,cvss_score
CVE-2023-33107,Qualcomm,Multiple Chipsets,Qualcomm Multiple Chipsets Integer Overflow Vulnerability,2023-12-05,Multiple Qualcomm chipsets contain an integer overflow vulnerability due to memory corruption in Graphics Linux while assigning shared virtual memory region during IOCTL call.,Apply remediations or mitigations per vendor instructions or discontinue use of the product if remediation or mitigations are unavailable.,2023-12-26,Unknown,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://git.codelinaro.org/clo/la/kernel/msm-4.19/-/commit/d66b799c804083ea5226cfffac6d6c4e7ad4968b;  https://nvd.nist.gov/vuln/detail/CVE-2023-33107",CWE-190,9.1
CVE-2023-36025,Microsoft,Windows,Microsoft Windows SmartScreen Security Feature Bypass Vulnerability,2023-11-14,Microsoft Windows SmartScreen contains a security feature bypass vulnerability that could allow an attacker to bypass Windows Defender SmartScreen checks and their associated prompts.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-12-05,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-36025;  https://nvd.nist.gov/vuln/detail/CVE-2023-36025,,9.1
CVE-2023-27532,Veeam,Backup & Replication,Veeam Backup & Replication Cloud Connect Missing Authentication for Critical Function Vulnerability,2023-08-22,Veeam Backup & Replication Cloud Connect component contains a missing authentication for critical function vulnerability that allows an unauthenticated user operating within the backup infrastructure network perimeter to obtain encrypted credentials stored in the configuration database. This may lead to an attacker gaining access to the backup infrastructure hosts.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-09-12,Known,https://www.veeam.com/kb4424;  https://nvd.nist.gov/vuln/detail/CVE-2023-27532,CWE-306,9.1
CVE-2018-18809,TIBCO,JasperReports,TIBCO JasperReports Library Directory Traversal Vulnerability,2022-12-29,TIBCO JasperReports Library contains a directory-traversal vulnerability that may allow web server users to access contents of the host system.,Apply updates per vendor instructions.,2023-01-19,Unknown,https://www.tibco.com/support/advisories/2019/03/tibco-security-advisory-march-6-2019-tibco-jasperreports-library-2018-18809; https://nvd.nist.gov/vuln/detail/CVE-2018-18809,CWE-22,9.1
CVE-2020-36193,PEAR,Archive_Tar,PEAR Archive_Tar Improper Link Resolution Vulnerability,2022-08-25,PEAR Archive_Tar Tar.php allows write operations with directory traversal due to inadequate checking of symbolic links. PEAR stands for PHP Extension and Application Repository and it is an open-source framework and distribution system for reusable PHP components with known usage in third-party products such as Drupal Core and Red Hat Linux.,Apply updates per vendor instructions.,2022-09-15,Unknown,"https://github.com/pear/Archive_Tar/commit/cde460582ff389404b5b3ccb59374e9b389de916, https://www.drupal.org/sa-core-2021-001, https://access.redhat.com/security/cve/cve-2020-36193; https://nvd.nist.gov/vuln/detail/CVE-2020-36193","CWE-22, CWE-59",9.1
CVE-2016-1646,Google,Chromium V8,Google Chromium V8 Out-of-Bounds Read Vulnerability,2022-06-08,"Google Chromium V8 Engine contains an out-of-bounds read vulnerability that allows a remote attacker to cause a denial of service or possibly have another unspecified impact via crafted JavaScript code. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2016-1646,CWE-119,9.1
CVE-2017-12617,Apache,Tomcat,Apache Tomcat Remote Code Execution Vulnerability,2022-03-25,"When running Apache Tomcat, it is possible to upload a JSP file to the server via a specially crafted request. This JSP could then be requested and any code it contained would be executed by the server.",Apply updates per vendor instructions.,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-12617,CWE-434,9.1
CVE-2016-4171,Adobe,Flash Player,Adobe Flash Player Remote Code Execution Vulnerability,2022-03-25,Unspecified vulnerability in Adobe Flash Player allows for remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2016-4171,,9.1
CVE-2010-4345,Exim,Exim,Exim Privilege Escalation Vulnerability,2022-03-25,Exim allows local users to gain privileges by leveraging the ability of the exim user account to specify an alternate configuration file with a directive that contains arbitrary commands.,Apply updates per vendor instructions.,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-4345,CWE-264,9.1
CVE-2018-0175,Cisco,"IOS, XR, and XE Software","Cisco IOS, XR, and XE Software Buffer Overflow Vulnerability",2022-03-03,"Format string vulnerability in the Link Layer Discovery Protocol (LLDP) subsystem of Cisco IOS Software, Cisco IOS XE Software, and Cisco IOS XR Software could allow an unauthenticated, adjacent attacker to cause a denial of service (DoS) condition or execute arbitrary code with elevated privileges on an affected device.",Apply updates per vendor instructions.,2022-03-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-0175,CWE-119,9.1
CVE-2019-2725,Oracle,WebLogic Server,"Oracle WebLogic Server, Injection",2022-01-10,Injection vulnerability in the Oracle WebLogic Server component of Oracle Fusion Middleware (subcomponent: Web Services).,Apply updates per vendor instructions.,2022-07-10,Known,https://nvd.nist.gov/vuln/detail/CVE-2019-2725,CWE-74,9.1
CVE-2025-26633,Microsoft,Windows,Microsoft Windows Management Console (MMC) Improper Neutralization Vulnerability,2025-03-11,Microsoft Windows Management Console (MMC) contains an improper neutralization vulnerability that allows an unauthorized attacker to bypass a security feature locally.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-04-01,Known,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2025-26633 ; https://nvd.nist.gov/vuln/detail/CVE-2025-26633,CWE-707,9.0
CVE-2023-32049,Microsoft,Windows,Microsoft Windows Defender SmartScreen Security Feature Bypass Vulnerability,2023-07-11,Microsoft Windows Defender SmartScreen contains a security feature bypass vulnerability that allows an attacker to bypass the Open File - Security Warning prompt.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,2023-08-01,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-32049; https://nvd.nist.gov/vuln/detail/CVE-2023-32049,,9.0
CVE-2022-3038,Google,Chromium Network Service,Google Chromium Network Service Use-After-Free Vulnerability,2023-03-30,"Google Chromium Network Service contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,2023-04-20,Unknown,https://chromereleases.googleblog.com/2022/08/stable-channel-update-for-desktop_30.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-3038,CWE-416,9.0
CVE-2020-9934,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS Input Validation Vulnerability",2022-09-08,"Apple iOS, iPadOS, and macOS contain an unspecified vulnerability involving input validation which can allow a local attacker to view sensitive user information.",Apply updates per vendor instructions.,2022-09-29,Unknown,"https://support.apple.com/en-us/HT211288, https://support.apple.com/en-us/HT211289; https://nvd.nist.gov/vuln/detail/CVE-2020-9934",,9.0
CVE-2012-1723,Oracle,Java SE,Oracle Java SE Runtime Environment (JRE) Arbitrary Code Execution Vulnerability,2022-03-03,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE allows remote attackers to affect confidentiality, integrity, and availability via Unknown vectors related to Hotspot.",Apply updates per vendor instructions.,2022-03-24,Known,https://nvd.nist.gov/vuln/detail/CVE-2012-1723,,9.0
CVE-2014-1761,Microsoft,Word,Microsoft Word Memory Corruption Vulnerability,2022-02-15,Microsoft Word contains a memory corruption vulnerability which when exploited could allow for remote code execution.,Apply updates per vendor instructions.,2022-08-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2014-1761,CWE-119,9.0
CVE-2020-16013,Google,Chromium V8,Google Chromium V8 Incorrect Implementation Vulnerabililty,2021-11-03,"Google Chromium V8 Engine contains an inappropriate implementation vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-16013,CWE-787,9.0
CVE-2019-0708,Microsoft,Remote Desktop Services,Microsoft Remote Desktop Services Remote Code Execution Vulnerability,2021-11-03,"Microsoft Remote Desktop Services, formerly known as Terminal Service, contains an unspecified vulnerability that allows an unauthenticated attacker to connect to the target system using RDP and send specially crafted requests. Successful exploitation allows for remote code execution. The vulnerability is also known under the moniker of BlueKeep.",Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2019-0708,CWE-416,9.0
CVE-2021-31207,Microsoft,Exchange Server,Microsoft Exchange Server Security Feature Bypass Vulnerability,2021-11-03,Microsoft Exchange Server contains an unspecified vulnerability that allows for security feature bypass.,Apply updates per vendor instructions.,2021-11-17,Known,https://nvd.nist.gov/vuln/detail/CVE-2021-31207,"CWE-20, CWE-434",9.0
CVE-2020-10199,Sonatype,Nexus Repository,Sonatype Nexus Repository Remote Code Execution Vulnerability,2021-11-03,Sonatype Nexus Repository contains an unspecified vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-10199,CWE-917,9.0
CVE-2020-10181,Sumavision,Enhanced Multimedia Router (EMR),Sumavision EMR Cross-Site Request Forgery (CSRF) Vulnerability,2021-11-03,Sumavision Enhanced Multimedia Router (EMR) contains a cross-site request forgery (CSRF) vulnerability allowing the creation of users with elevated privileges as administrator on a device.,Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-10181,CWE-352,9.0
CVE-2025-22457,Ivanti,"Connect Secure, Policy Secure and ZTA Gateways","Ivanti Connect Secure, Policy Secure and ZTA Gateways Stack-Based Buffer Overflow Vulnerability",2025-04-04,"Ivanti Connect Secure, Policy Secure and ZTA Gateways contains a stack-based buffer overflow vulnerability that allows a remote unauthenticated attacker to achieve remote code execution. ",Apply mitigations as set forth in the CISA instructions linked below.,2025-04-11,Unknown,CISA Mitigation Instructions: https://www.cisa.gov/cisa-mitigation-instructions-cve-2025-22457 ; Additional References: https://forums.ivanti.com/s/article/April-Security-Advisory-Ivanti-Connect-Secure-Policy-Secure-ZTA-Gateways-CVE-2025-22457) ; https://nvd.nist.gov/vuln/detail/CVE-2025-22457,CWE-121,8.9
CVE-2019-9875,Sitecore,CMS and Experience Platform (XP),Sitecore CMS and Experience Platform (XP) Deserialization Vulnerability,2025-03-26,Sitecore CMS and Experience Platform (XP) contain a deserialization vulnerability in the Sitecore.Security.AntiCSRF module that allows an authenticated attacker to execute arbitrary code by sending a serialized .NET object in the HTTP POST parameter __CSRFTOKEN.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-04-16,Unknown,https://support.sitecore.com/kb?id=kb_article_view&sysparm_article=KB0038556 ; https://nvd.nist.gov/vuln/detail/CVE-2019-9875,CWE-502,8.9
CVE-2019-0344,SAP,Commerce Cloud,SAP Commerce Cloud Deserialization of Untrusted Data Vulnerability,2024-09-30,SAP Commerce Cloud (formerly known as Hybris) contains a deserialization of untrusted data vulnerability within the mediaconversion and virtualjdbc extension that allows for code injection.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-10-21,Unknown,https://web.archive.org/web/20191214053020/https://wiki.scn.sap.com/wiki/pages/viewpage.action?pageId=523998017 ; https://nvd.nist.gov/vuln/detail/CVE-2019-0344,CWE-502,8.9
CVE-2024-1709,ConnectWise,ScreenConnect,ConnectWise ScreenConnect Authentication Bypass Vulnerability,2024-02-22,"ConnectWise ScreenConnect contains an authentication bypass vulnerability that allows an attacker with network access to the management interface to create a new, administrator-level account on affected devices.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-02-29,Known,https://www.connectwise.com/company/trust/security-bulletins/connectwise-screenconnect-23.9.8; https://nvd.nist.gov/vuln/detail/CVE-2024-1709,CWE-288,8.9
CVE-2024-23222,Apple,Multiple Products,Apple Multiple Products WebKit Type Confusion Vulnerability,2024-01-23,"Apple iOS, iPadOS, macOS, tvOS, and Safari WebKit contain a type confusion vulnerability that leads to code execution when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-02-13,Unknown,"https://support.apple.com/en-us/HT214055,  https://support.apple.com/en-us/HT214056, https://support.apple.com/en-us/HT214057, https://support.apple.com/en-us/HT214058, https://support.apple.com/en-us/HT214059, https://support.apple.com/en-us/HT214061, https://support.apple.com/en-us/HT214063 ;  https://nvd.nist.gov/vuln/detail/CVE-2024-23222",CWE-843,8.9
CVE-2023-6549,Citrix,NetScaler ADC and NetScaler Gateway,Citrix NetScaler ADC and NetScaler Gateway Buffer Overflow Vulnerability,2024-01-17,"Citrix NetScaler ADC and NetScaler Gateway contain a buffer overflow vulnerability that allows for a denial-of-service when configured as a Gateway (VPN virtual server, ICA Proxy, CVPN, RDP Proxy) or AAA virtual server.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-02-07,Unknown,https://support.citrix.com/article/CTX584986/netscaler-adc-and-netscaler-gateway-security-bulletin-for-cve20236548-and-cve20236549;   https://nvd.nist.gov/vuln/detail/CVE-2023-6549,CWE-119,8.9
CVE-2023-27350,PaperCut,MF/NG,PaperCut MF/NG Improper Access Control Vulnerability,2023-04-21,PaperCut MF/NG contains an improper access control vulnerability within the SetupCompleted class that allows authentication bypass and code execution in the context of system.,Apply updates per vendor instructions.,2023-05-12,Known,https://www.papercut.com/kb/Main/PO-1216-and-PO-1219;  https://nvd.nist.gov/vuln/detail/CVE-2023-27350,CWE-284,8.9
CVE-2021-39144,XStream,XStream,XStream Remote Code Execution Vulnerability,2023-03-10,"XStream contains a remote code execution vulnerability that allows an attacker to manipulate the processed input stream and replace or inject objects that result in the execution of a local command on the server. This vulnerability can affect multiple products, including but not limited to VMware Cloud Foundation.",Apply updates per vendor instructions.,2023-03-31,Unknown,"https://www.vmware.com/security/advisories/VMSA-2022-0027.html, https://x-stream.github.io/CVE-2021-39144.html; https://nvd.nist.gov/vuln/detail/CVE-2021-39144","CWE-94, CWE-502",8.9
CVE-2011-4723,D-Link,DIR-300 Router,D-Link DIR-300 Router Cleartext Storage of a Password Vulnerability,2022-09-08,"The D-Link DIR-300 router stores cleartext passwords, which allows context-dependent attackers to obtain sensitive information.",The impacted product is end-of-life and should be disconnected if still in use.,2022-09-29,Unknown,https://www.dlink.com/uk/en/support/product/dir-300-wireless-g-router; https://nvd.nist.gov/vuln/detail/CVE-2011-4723,CWE-310,8.9
CVE-2017-0005,Microsoft,Windows,Microsoft Windows Graphics Device Interface (GDI) Privilege Escalation Vulnerability,2022-05-24,The Graphics Device Interface (GDI) in Microsoft Windows allows local users to gain privileges via a crafted application.,Apply updates per vendor instructions.,2022-06-14,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-0005,CWE-119,8.9
CVE-2016-6367,Cisco,Adaptive Security Appliance (ASA),Cisco Adaptive Security Appliance (ASA) CLI Remote Code Execution Vulnerability,2022-05-24,"A vulnerability in the command-line interface (CLI) parser of Cisco ASA software could allow an authenticated, local attacker to create a denial-of-service (DoS) condition or potentially execute code.",Apply updates per vendor instructions.,2022-06-14,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2016-6367,CWE-77,8.9
CVE-2018-11138,Quest,KACE System Management Appliance,Quest KACE System Management Appliance Remote Command Execution Vulnerability,2022-03-25,The '/common/download_agent_installer.php' script in the Quest KACE System Management Appliance is accessible by anonymous users and can be abused to perform remote code execution.,Apply updates per vendor instructions.,2022-04-15,Known,https://nvd.nist.gov/vuln/detail/CVE-2018-11138,CWE-78,8.9
CVE-2013-3900,Microsoft,WinVerifyTrust function,Microsoft WinVerifyTrust function Remote Code Execution,2022-01-10,A remote code execution vulnerability exists in the way that the WinVerifyTrust function handles Windows Authenticode signature verification for PE files.,Apply updates per vendor instructions.,2022-07-10,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2013-3900,CWE-20,8.9
CVE-2017-12149,Red Hat,JBoss Application Server,Red Hat JBoss Application Server Remote Code Execution Vulnerability,2021-12-10,"The JBoss Application Server, shipped with Red Hat Enterprise Application Platform 5.2, allows an attacker to execute arbitrary code via crafted serialized data.",Apply updates per vendor instructions.,2022-06-10,Known,https://nvd.nist.gov/vuln/detail/CVE-2017-12149,CWE-502,8.9
CVE-2020-0041,Android,Android Kernel,Android Kernel Out-of-Bounds Write Vulnerability,2021-11-03,"Android Kernel binder_transaction of binder.c contains an out-of-bounds write vulnerability due to an incorrect bounds check that could allow for local privilege escalation. This vulnerability was observed chained with CVE-2019-2215 and CVE-2020-0069 under exploit chain ""AbstractEmu.""",Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-0041,CWE-20,8.9
CVE-2016-7255,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,Microsoft Win32k kernel-mode driver fails to properly handle objects in memory which allows for privilege escalation. Successful exploitation allows an attacker to run code in kernel mode.,Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2016-7255,CWE-264,8.9
CVE-2024-55550,Mitel,MiCollab,Mitel MiCollab Path Traversal Vulnerability,2025-01-07,"Mitel MiCollab contains a path traversal vulnerability that could allow an authenticated attacker with administrative privileges to read local files within the system due to insufficient input sanitization. This vulnerability can be chained with CVE-2024-41713, which allows an unauthenticated, remote attacker to read arbitrary files on the server.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-01-28,Unknown,https://www.mitel.com/support/security-advisories/mitel-product-security-advisory-misa-2024-0029 ; https://nvd.nist.gov/vuln/detail/CVE-2024-55550,CWE-22,8.8
CVE-2024-8957,PTZOptics,PT30X-SDI/NDI Cameras,PTZOptics PT30X-SDI/NDI Cameras OS Command Injection Vulnerability,2024-11-04,"PTZOptics PT30X-SDI/NDI cameras contain an OS command injection vulnerability that allows a remote, authenticated attacker to escalate privileges to root via a crafted payload with the ntp_addr parameter of the /cgi-bin/param.cgi CGI script. ",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-11-25,Unknown,https://ptzoptics.com/firmware-changelog/ ; https://nvd.nist.gov/vuln/detail/CVE-2024-8957,CWE-78,8.8
CVE-2023-35082,Ivanti,Endpoint Manager Mobile (EPMM) and MobileIron Core,Ivanti Endpoint Manager Mobile (EPMM) and MobileIron Core Authentication Bypass Vulnerability,2024-01-18,Ivanti Endpoint Manager Mobile (EPMM) and MobileIron Core contain an authentication bypass vulnerability that allows unauthorized users to access restricted functionality or resources of the application.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-02-08,Known,https://forums.ivanti.com/s/article/CVE-2023-35082-Remote-Unauthenticated-API-Access-Vulnerability-in-MobileIron-Core-11-2-and-older;  https://nvd.nist.gov/vuln/detail/CVE-2023-35082,CWE-287,8.8
CVE-2023-44487,IETF,HTTP/2,HTTP/2 Rapid Reset Attack Vulnerability,2023-10-10,HTTP/2 contains a rapid reset vulnerability that allows for a distributed denial-of-service attack (DDoS).,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2023-10-31,Unknown,"This vulnerability affects a common open-source component, third-party library, or protocol used by different products. For more information, please see: HTTP/2 Rapid Reset Vulnerability, CVE-2023-44487 | CISA: https://www.cisa.gov/news-events/alerts/2023/10/10/http2-rapid-reset-vulnerability-cve-2023-44487; https://blog.cloudflare.com/technical-breakdown-http2-rapid-reset-ddos-attack/;  https://nvd.nist.gov/vuln/detail/CVE-2023-44487",CWE-400,8.8
CVE-2023-26359,Adobe,ColdFusion,Adobe ColdFusion Deserialization of Untrusted Data Vulnerability,2023-08-21,Adobe ColdFusion contains a deserialization of untrusted data vulnerability that could result in code execution in the context of the current user.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-09-11,Unknown,https://helpx.adobe.com/security/products/coldfusion/apsb23-25.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-26359,CWE-502,8.8
CVE-2022-41082,Microsoft,Exchange Server,Microsoft Exchange Server Remote Code Execution Vulnerability,2022-09-30,"Microsoft Exchange Server contains an unspecified vulnerability that allows for authenticated remote code execution. Dubbed ""ProxyNotShell,"" this vulnerability is chainable with CVE-2022-41040 which allows for the remote code execution.",Apply updates per vendor instructions.,2022-10-21,Known,https://msrc-blog.microsoft.com/2022/09/29/customer-guidance-for-reported-zero-day-vulnerabilities-in-microsoft-exchange-server/;  https://nvd.nist.gov/vuln/detail/CVE-2022-41082,CWE-502,8.8
CVE-2013-2597,Code Aurora,ACDB Audio Driver,Code Aurora ACDB Audio Driver Stack-based Buffer Overflow Vulnerability,2022-09-15,The Code Aurora audio calibration database (acdb) audio driver contains a stack-based buffer overflow vulnerability that allows for privilege escalation. Code Aurora is used in third-party products such as Qualcomm and Android.,Apply updates per vendor instructions.,2022-10-06,Unknown,https://web.archive.org/web/20161226013354/https:/www.codeaurora.org/news/security-advisories/stack-based-buffer-overflow-acdb-audio-driver-cve-2013-2597; https://nvd.nist.gov/vuln/detail/CVE-2013-2597,CWE-119,8.8
CVE-2022-27925,Synacor,Zimbra Collaboration Suite (ZCS),Synacor Zimbra Collaboration Suite (ZCS) Arbitrary File Upload Vulnerability,2022-08-11,"Synacor Zimbra Collaboration Suite (ZCS) contains flaw in the mboximport functionality, allowing an authenticated attacker to upload arbitrary files to perform remote code execution. This vulnerability was chained with CVE-2022-37042 which allows for unauthenticated remote code execution.",Apply updates per vendor instructions.,2022-09-01,Known,https://blog.zimbra.com/2022/08/authentication-bypass-in-mailboximportservlet-vulnerability/;  https://nvd.nist.gov/vuln/detail/CVE-2022-27925,CWE-22,8.8
CVE-2011-2462,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Universal 3D Memory Corruption Vulnerability,2022-06-08,The Universal 3D (U3D) component in Adobe Acrobat and Reader contains a memory corruption vulnerability which could allow remote attackers to execute code or cause denial-of-service (DoS).,Apply updates per vendor instructions.,2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2011-2462,CWE-787,8.8
CVE-2015-6175,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2022-05-25,The kernel in Microsoft Windows contains a vulnerability that allows local users to gain privileges via a crafted application.,Apply updates per vendor instructions.,2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-6175,CWE-264,8.8
CVE-2016-3309,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2022-03-15,A privilege escalation vulnerability exists when the Windows kernel fails to properly handle objects in memory. An attacker who successfully exploited this vulnerability could run arbitrary code in kernel mode.,Apply updates per vendor instructions.,2022-04-05,Known,https://nvd.nist.gov/vuln/detail/CVE-2016-3309,CWE-264,8.8
CVE-2020-8218,Pulse Secure,Pulse Connect Secure,Pulse Connect Secure Code Injection Vulnerability,2022-03-07,A code injection vulnerability exists in Pulse Connect Secure that allows an attacker to crafted a URI to perform an arbitrary code execution via the admin web interface.,Apply updates per vendor instructions.,2022-09-07,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-8218,CWE-94,8.8
CVE-2017-12232,Cisco,IOS software,Cisco IOS Software for Cisco Integrated Services Routers Denial-of-Service Vulnerability,2022-03-03,"A vulnerability in the implementation of a protocol in Cisco Integrated Services Routers Generation 2 (ISR G2) Routers running Cisco IOS could allow an unauthenticated, adjacent attacker to cause an affected device to reload, resulting in a denial of service.",Apply updates per vendor instructions.,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-12232,CWE-399,8.8
CVE-2015-2051,D-Link,DIR-645 Router,D-Link DIR-645 Router Remote Code Execution Vulnerability,2022-02-10,D-Link DIR-645 Wired/Wireless Router allows remote attackers to execute arbitrary commands via a GetDeviceSettings action to the HNAP interface.,The impacted product is end-of-life and should be disconnected if still in use.,2022-08-10,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-2051,CWE-77,8.8
CVE-2010-1871,Red Hat,JBoss Seam 2,Red Hat Linux JBoss Seam 2 Remote Code Execution Vulnerability,2021-12-10,"JBoss Seam 2 (jboss-seam2), as used in JBoss Enterprise Application Platform 4.3.0 for Red Hat Linux, allows attackers to perform remote code execution. This vulnerability can only be exploited when the Java Security Manager is not properly configured.",Apply updates per vendor instructions.,2022-06-10,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-1871,CWE-20,8.8
CVE-2019-18988,TeamViewer,Desktop,TeamViewer Desktop Bypass Remote Login Vulnerability,2021-11-03,"TeamViewer Desktop allows for bypass of remote-login access control because the same AES key is used for different customers' installations. If an attacker were to know this key, they could decrypt protected information stored in registry or configuration files or decryption of the Unattended Access password to the system (which allows for remote login to the system).",Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2019-18988,CWE-521,8.8
CVE-2025-24983,Microsoft,Windows,Microsoft Windows Win32k Use-After-Free Vulnerability,2025-03-11,Microsoft Windows Win32 Kernel Subsystem contains a use-after-free vulnerability that allows an authorized attacker to elevate privileges locally.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-04-01,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2025-24983 ; https://nvd.nist.gov/vuln/detail/CVE-2025-24983,CWE-416,8.7
CVE-2024-49035,Microsoft,Partner Center,Microsoft Partner Center Improper Access Control Vulnerability,2025-02-25,Microsoft Partner Center contains an improper access control vulnerability that allows an attacker to escalate privileges.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-03-18,Unknown,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-49035 ; https://nvd.nist.gov/vuln/detail/CVE-2024-49035,CWE-269,8.7
CVE-2024-40891,Zyxel,DSL CPE Devices,Zyxel DSL CPE OS Command Injection Vulnerability,2025-02-11,Multiple Zyxel DSL CPE devices contain a post-authentication command injection vulnerability in the management commands that could allow an authenticated attacker to execute OS commands via Telnet.,The impacted product could be end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue product utilization if a current mitigation is unavailable.,2025-03-04,Unknown,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-command-injection-and-insecure-default-credentials-vulnerabilities-in-certain-legacy-dsl-cpe-02-04-2025 ; https://www.zyxel.com/service-provider/global/en/security-advisories/zyxel-security-advisory-command-injection-insecure-in-certain-legacy-dsl-cpe-02-04-2025 ; https://nvd.nist.gov/vuln/detail/CVE-2024-40891,CWE-78,8.7
CVE-2024-53104,Linux,Kernel,Linux Kernel Out-of-Bounds Write Vulnerability,2025-02-05,Linux kernel contains an out-of-bounds write vulnerability in the uvc_parse_streaming component of the USB Video Class (UVC) driver that could allow for physical escalation of privilege.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-02-26,Unknown,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. For more information, please see: https://lore.kernel.org/linux-cve-announce/2024120232-CVE-2024-53104-d781@gregkh/ ; https://nvd.nist.gov/vuln/detail/CVE-2024-53104",CWE-787,8.7
